"","length","GCcomp","trans_tbl","circular","CRISPR_hit","Genus","Species","Health_status","Location","tRNA_freq","tmRNA_freq","Study","Habitat","family","nomen_family","nomen_subfamily","nomen_genus","nomen_species","type_strain","clusters_ward","clusters_pam","orthologs_shared_clusters","ani_clusters","ncbi_acc","exemplar"
"OGYG01000098",99742,0.329,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23,NA,NA
"OGYM01000002",169088,0.304,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Serblevirus",NA,FALSE,14,14,89,195,NA,NA
"OGYN01000044",99964,0.332,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Nurbavirus",NA,FALSE,6,9,52,134,NA,NA
"OGZA01000030",100355,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"OGZA01000036",97653,0.293,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OGZB01000001",154871,0.414,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Rodbovirus",NA,FALSE,13,17,62,196,NA,NA
"OGZD01000102",100511,0.327,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23,NA,NA
"OGZF01000022",158368,0.415,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Rodbovirus",NA,FALSE,13,17,62,197,NA,NA
"OGZF01000025",150604,0.381,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Pasahvevirus",NA,FALSE,13,17,61,198,NA,NA
"OGZO01000002",100478,0.331,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Nurbavirus",NA,FALSE,6,9,52,134,NA,NA
"OGZX01000086",98587,0.34,15,TRUE,"Bacteroides_fragilis","Bacteroides","fragilis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Bornisivirus",NA,FALSE,12,10,7,156,NA,NA
"OHAB01000087",99363,0.314,15,TRUE,"Bacteroides_vulgatus","Bacteroides","vulgatus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","intestinihominis",FALSE,11,4,1,12,NA,NA
"OHAD01000101",101167,0.327,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"OHAF01000067",97969,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OHAS01000014",100024,0.334,15,TRUE,"Bacteroides_thetaiotaomicron","Bacteroides","thetaiotaomicron",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus",NA,FALSE,7,7,8,97,NA,NA
"OHAT01000070",98602,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OHAU01000141",100835,0.332,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus","hiberniae",FALSE,7,7,8,16,NA,NA
"OHAY01000006",175112,0.306,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Siluhkovirus",NA,FALSE,14,14,87,179,NA,NA
"OHAY01000065",102305,0.366,15,TRUE,"Eubacterium_eligens","Eubacterium","eligens",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus",NA,FALSE,8,5,11,89,NA,NA
"OHBE01000017",150646,0.418,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Rodbovirus",NA,FALSE,13,17,62,199,NA,NA
"OHBE01000089",94645,0.332,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"OHBM01000040",94835,0.357,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus","copri",FALSE,6,9,40,44,NA,NA
"OHCF01000051",96369,0.314,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","intestinihominis",FALSE,11,4,1,12,NA,NA
"OHEN01000023",152275,0.414,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Rodbovirus",NA,FALSE,13,17,62,200,NA,NA
"OHFV01000001",165097,0.324,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Schipovirus",NA,FALSE,14,14,90,201,NA,NA
"OHFX01000006",185678,0.344,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Shuhtzevirus",NA,FALSE,14,16,96,202,NA,NA
"OHGL01000049",97026,0.322,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buorbuivirus",NA,FALSE,7,7,10,33,NA,NA
"OHIN01000009",184992,0.346,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Schnahavirus",NA,FALSE,14,16,92,203,NA,NA
"OHJU01000015",98775,0.312,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus",NA,FALSE,11,4,1,204,NA,NA
"OHJX01000034",91062,0.318,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"OHKD01000031",94681,0.401,11,TRUE,"Odoribacter_splanchnicus","Odoribacter","splanchnicus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Penjavirus",NA,FALSE,6,9,53,190,NA,NA
"OHKK01000062",91233,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"OHKV01000027",151910,0.412,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Rodbovirus",NA,FALSE,13,17,62,205,NA,NA
"OHLF01000025",102903,0.362,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus","intestinihominis",FALSE,8,5,11,29,NA,NA
"OHMA01000001",192156,0.347,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Schnahavirus",NA,FALSE,14,16,92,172,NA,NA
"OHPM01000044",98382,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OHQM01000028",95995,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OHTD01000013",90463,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"OHTF01000018",101325,0.361,15,TRUE,"Eubacterium_eligens","Eubacterium","eligens",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus",NA,FALSE,8,5,11,80,NA,NA
"OHUR01000026",99800,0.325,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"OHUS01000015",98541,0.279,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Piconjevirus",NA,FALSE,6,9,57,206,NA,NA
"OHWI01000045",90746,0.291,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Obtuvirinae","Grihfavirus",NA,FALSE,9,3,33,207,NA,NA
"OHXK01000005",149835,0.416,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Rodbovirus",NA,FALSE,13,17,62,208,NA,NA
"OHXQ01000012",61829,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OHYE01000011",158763,0.414,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Rodbovirus",NA,FALSE,13,17,62,209,NA,NA
"OIAT01000008",152556,0.414,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Rodbovirus",NA,FALSE,13,17,62,210,NA,NA
"OICB01000025",99282,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"OICG01000006",154154,0.381,11,TRUE,"Bacteroides_vulgatus","Bacteroides","vulgatus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Pasahvevirus",NA,FALSE,13,17,61,211,NA,NA
"OICK01000023",89933,0.318,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"OICR01000007",146329,0.415,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Rodbovirus",NA,FALSE,13,17,62,173,NA,NA
"OIEC01000013",99390,0.28,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Piconjevirus",NA,FALSE,6,9,57,206,NA,NA
"OIHW01000011",95213,0.312,15,TRUE,"Bacteroides_vulgatus","Bacteroides","vulgatus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus",NA,FALSE,11,4,1,212,NA,NA
"OIIS01000010",96063,0.328,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23,NA,NA
"OIJI01000001",176006,0.304,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Siluhkovirus",NA,FALSE,14,14,87,179,NA,NA
"OIJJ01000006",98912,0.326,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,21,NA,NA
"OIRC01000027",99470,0.327,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Aurodevirus","hiberniae",FALSE,12,10,2,23,NA,NA
"OIWL01000154",99366,0.325,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Birpovirus","hominis",FALSE,12,10,4,19,NA,NA
"OIWL01000160",97460,0.322,11,TRUE,"Bacteroides_thetaiotaomicron","Bacteroides","thetaiotaomicron",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","intestinalis",FALSE,4,13,36,54,NA,NA
"OIWM01000114",93990,0.333,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"OIWQ01000029",151719,0.383,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Pasahvevirus",NA,FALSE,13,17,61,213,NA,NA
"OIWS01000142",95459,0.28,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Piconjevirus",NA,FALSE,6,9,57,206,NA,NA
"OIWS01000145",94690,0.359,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus","copri",FALSE,6,9,40,44,NA,NA
"OIWT01000163",95029,0.375,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus","oralis",FALSE,6,9,40,85,NA,NA
"OIWV01000054",97248,0.292,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OIWV01000065",90457,0.317,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"OIXA01000019",169014,0.306,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Siluhkovirus",NA,FALSE,14,14,87,179,NA,NA
"OIXA01000142",97930,0.312,15,TRUE,"Bacteroides_vulgatus","Bacteroides","vulgatus",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","intestinihominis",FALSE,11,4,1,12,NA,NA
"OIXG01000120",97319,0.376,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus","oralis",FALSE,6,9,40,85,NA,NA
"OIXH01000029",175379,0.305,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Siluhkovirus",NA,FALSE,14,14,87,179,NA,NA
"OIXH01000107",101624,0.344,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Kehishuvirus",NA,FALSE,6,9,41,214,NA,NA
"OIXH01000142",91664,0.298,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Boahakivirus",NA,FALSE,12,11,6,215,NA,NA
"OIXJ01000001",100759,0.327,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Blohavirus",NA,FALSE,7,7,9,21,NA,NA
"OIXR01000085",90679,0.307,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Drivevirus","gastrointestinalis",FALSE,3,3,27,91,NA,NA
"OIYR01000021",93160,0.292,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Obtuvirinae","Grehyhuvirus",NA,FALSE,9,3,32,216,NA,NA
"OIYV01000031",111005,0.358,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Pedtovirus",NA,FALSE,6,9,55,217,NA,NA
"OIZB01000074",96640,0.315,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus","coli",FALSE,11,4,1,35,NA,NA
"OIZE01000030",152163,0.38,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Pasahvevirus",NA,FALSE,13,17,61,218,NA,NA
"OIZP01000035",94884,0.294,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Obtuvirinae","Grehyhuvirus",NA,FALSE,9,3,32,219,NA,NA
"OJAG01000039",101195,0.322,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Uncouvirinae","Birpovirus",NA,FALSE,12,10,4,220,NA,NA
"OJAR01000005",102162,0.365,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Burzaovirus",NA,FALSE,8,5,11,221,NA,NA
"OJAW01000043",97571,0.377,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Oafivirinae","Belmavirus",NA,FALSE,8,11,14,222,NA,NA
"OJMH01000169",97982,0.326,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Boorivirinae","Cohcovirus","splanchnicus",FALSE,10,12,20,30,NA,NA
"OJML01000021",97694,0.291,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OJMP01000058",101808,0.343,15,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Loutivirinae","Buchavirus",NA,FALSE,7,7,8,223,NA,NA
"OJMP01000066",97446,0.313,15,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Deltacrassviridae","Suoliviridae","Bearivirinae","Afonbuvirus",NA,FALSE,11,4,1,224,NA,NA
"OJMP01000070",96019,0.32,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","gastrointestinalis",FALSE,4,13,36,36,NA,NA
"OJNH01000048",99101,0.292,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Carjivirus","communis",FALSE,1,2,23,5,NA,NA
"OJNH01000053",96667,0.333,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Drivevirus",NA,FALSE,3,3,27,88,NA,NA
"OJNL01000044",92556,0.318,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Crudevirinae","Diorhovirus","copri",FALSE,3,3,25,49,NA,NA
"OJNQ01000029",95095,0.32,11,TRUE,"Bacteroides_thetaiotaomicron","Bacteroides","thetaiotaomicron",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Alphacrassviridae","Intestiviridae","Churivirinae","Jahgtovirus","intestinalis",FALSE,4,13,36,54,NA,NA
"OJNS01000048",91262,0.318,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Doltivirinae","Kingevirus","communis",FALSE,5,6,39,13,NA,NA
"OJOA01000027",94266,0.363,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Lahbrevirus",NA,FALSE,6,9,44,225,NA,NA
"OJOE01000015",185127,0.365,11,TRUE,"Bacteroides_dorei","Bacteroides","dorei",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Sipelivirus",NA,FALSE,14,16,95,184,NA,NA
"OJOH01000017",187862,0.365,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Sipelivirus",NA,FALSE,14,16,95,226,NA,NA
"OJOU01000011",153255,0.413,11,TRUE,"Parabacteroides_distasonis","Parabacteroides","distasonis",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Epsiloncrassviridae","Tinaiviridae","Lumpivirinae","Rodbovirus",NA,FALSE,13,17,62,227,NA,NA
"OJOV01000080",94856,0.331,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"OJPC01000037",92837,0.358,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Betacrassviridae","Steigviridae","Asinivirinae","Kahnovirus","copri",FALSE,6,9,40,44,NA,NA
"OJPG01000010",160274,0.29,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Simuyevirus",NA,FALSE,14,14,88,228,NA,NA
"OJPI01000006",174456,0.306,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Siluhkovirus",NA,FALSE,14,14,87,179,NA,NA
"OJPT01000035",95294,0.333,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Gammacrassviridae","Crevaviridae","Coarsevirinae","Junduvirus","communis",FALSE,2,1,37,2,NA,NA
"OJPU01000022",184421,0.367,11,TRUE,"Unknown","Unknown","Unknown",NA,NA,NA,NA,"Yutin_etal_unpublished_cMAG",NA,"Zetacrassviridae","Jelitoviridae","Grossvirinae","Sehjuvirus",NA,FALSE,14,16,94,157,NA,NA
